"city","position_id","position_name","position_edu","position_salary","position_work_exp","company_name","company_id","company_industry","company_size","company_lat","company_long"
"深圳","5331934","Python高级开发/爬虫工程师","本科","15k-18k","3-5年","深圳华秋电子有限公司","29950","移动互联网,电商","500-2000人","22.568536","114.064454"
"广州","5510123","Python程序员学徒","本科","2k-3k","应届毕业生","创拓信息","172089","电商,消费生活","50-150人","22.986081","113.319592"
"深圳","5523086","Python 工程师（产品研发）","本科","10k-20k","1-3年","一面数据","35565","移动互联网,数据服务","50-150人","22.537843","113.94483"
"深圳","5612348","Python爬虫工程师","本科","10k-18k","不限","一面数据","35565","移动互联网,数据服务","50-150人","22.537843","113.94483"
"广州","5724962","python爬虫","本科","10k-20k","3-5年","万联","84064","移动互联网,消费生活","15-50人","23.15385","113.31693"
"广州","5726989","中级Python开发","不限","10k-20k","3-5年","宜华科技","532155","移动互联网,数据服务","150-500人","23.097968","113.243277"
"北京","5920752","python开发工程师","本科","20k-35k","1-3年","字节跳动","62","文娱丨内容","2000人以上","39.963365","116.309469"
"北京","5920754","高级python工程师","本科","30k-60k","3-5年","字节跳动","62","文娱丨内容","2000人以上","39.963365","116.309469"
"上海","5941834","Python开发工程师","本科","20k-30k","3-5年","特赞|Tezign","75977","移动互联网","150-500人","31.245939","121.486589"
"上海","6054434","资深Python研发工程师-广告系统","本科","20k-35k","3-5年","字节跳动","62","文娱丨内容","2000人以上","31.166936","121.387863"
"深圳","6108444","课程设计（python）","本科","9k-14k","1-3年","编程猫","68524","移动互联网,教育","2000人以上","22.50086","113.888291"
"北京","6157211","python开发工程师","本科","10k-20k","1-3年","Gridsum 国双","3038","数据服务,企业服务","500-2000人","39.98923","116.366206"
"北京","6164923","python开发工程师","本科","15k-20k","3-5年","缔联科技","35322","企业服务","50-150人","39.981767","116.311929"
"上海","6188622","Python爬虫工程师","本科","10k-20k","3-5年","易居克而瑞","9553","移动互联网,消费生活","500-2000人","31.278159","121.458334"
"深圳","6197414","python开发工程师","硕士","10k-20k","1-3年","圆代码","469571","移动互联网","少于15人","22.589259","113.972897"
"广州","6250601","中高级python开发工程师","本科","15k-30k","3-5年","省省回头车","19209","消费生活","150-500人","23.12043","113.400735"
"上海","6279719","python开发工程师","本科","14k-18k","1-3年","脉策科技","122019","数据服务,企业服务","50-150人","31.30609","121.51018"
"北京","6326819","PYTHON开发工程师BJ","本科","12k-23k","1-3年","MRS","121645","企业服务","15-50人","39.956895","116.458744"
"上海","6326911","PYTHON开发工程师 资深SH","本科","20k-36k","3-5年","MRS","121645","企业服务","15-50人","31.228833","121.47519"
"上海","6326934","PYTHON开发工程师 SH","本科","15k-30k","1-3年","MRS","121645","企业服务","15-50人","31.228833","121.47519"
"上海","6353970","python开发","本科","15k-22k","3-5年","PwC","104862","移动互联网,金融","500-2000人","31.205212","121.602387"
"上海","6372641","Python 后台开发工程师","本科","15k-25k","3-5年","媒智科技","341108","移动互联网","15-50人","31.196208","121.432384"
"北京","6375880","Python开发工程师","本科","15k-25k","3-5年","天眼查","70721","数据服务","500-2000人","39.977084","116.331999"
